naselje_maticni_broj,naselje_ime,opstina_ime,pop,stage
730394,ЈАВОР,НОВИ ПАЗАР,4,1
730475,КОСУРИЋЕ,НОВИ ПАЗАР,93,1
705195,УМКА,ЧУКАРИЦА,4985,1
705209,АЛАБАНА,БЛАЦЕ,79,1
730599,НЕГОТИНАЦ,НОВИ ПАЗАР,4,1
730637,ОКОСЕ,НОВИ ПАЗАР,14,1
803448,ПЛАНДИШТЕ,ПЛАНДИШТЕ,3329,1
739367,ВРАПЦИ,СЈЕНИЦА,29,1
730688,ПАРАЛОВО,НОВИ ПАЗАР,1819,1
730718,ПОБРЂЕ,НОВИ ПАЗАР,3602,1
730726,ПОЖЕГА,НОВИ ПАЗАР,724,1
730742,ПОЛОКЦЕ,НОВИ ПАЗАР,46,1
730769,ПОПЕ,НОВИ ПАЗАР,40,1
724637,МЕЂА,ЛЕСКОВАЦ,729,1
724645,МЕЛОВО,ЛЕСКОВАЦ,23,1
730793,ПУСТА ТУШИМЉА,НОВИ ПАЗАР,17,1
730807,ПУСТОВЛАХ,НОВИ ПАЗАР,13,1
730831,РАЈКОВИЋЕ,НОВИ ПАЗАР,9,1
730866,РАКОВАЦ,НОВИ ПАЗАР,3,1
802557,НОВА ЦРЊА,НОВА ЦРЊА,1007,1
801607,ЛУКИНО СЕЛО,ЗРЕЊАНИН,318,1
803898,ГАКОВО,СОМБОР,1309,1
802581,ТОБА,НОВА ЦРЊА,357,1
803910,КЉАЈИЋЕВО,СОМБОР,4006,1
803936,РАСТИНА,СОМБОР,337,1
803944,РИЂИЦА,СОМБОР,1482,1
804215,МАЧВАНСКА МИТРОВИЦА,СРЕМСКА МИТРОВИЦА,3380,1
803952,СВЕТОЗАР МИЛЕТИЋ,СОМБОР,2162,1
705578,СУВИ ДО,БЛАЦЕ,192,1
705586,ТРБУЊЕ,БЛАЦЕ,388,1
743747,КОНИЧЕ,ТУТИН,129,1
803979,СОМБОР,СОМБОР,41814,1
736589,РУЈИШТЕ,РАЖАЊ,225,1
736597,СКОРИЦА,РАЖАЊ,512,1
803987,СТАНИШИЋ,СОМБОР,2914,1
716065,ВУЧАК,ИВАЊИЦА,138,1
716073,ГЛЕЂИЦА,ИВАЊИЦА,120,1
716081,ГРАДАЦ,ИВАЊИЦА,44,1
803995,СТАПАР,СОМБОР,2815,1
804002,ТЕЛЕЧКА,СОМБОР,1182,1
709646,ОСТРОВО,ВЕЛИКО ГРАДИШТЕ,224,1
804029,ЧОНОПЉА,СОМБОР,2696,1
804037,НАДАЉ,СРБОБРАН,1804,1
730963,СТРАДОВО,НОВИ ПАЗАР,12,1
804045,СРБОБРАН,СРБОБРАН,10496,1
711659,КОРБУЛ,ВРАЊСКА БАЊА,1,2
804053,ТУРИЈА,СРБОБРАН,2057,1
802590,БОЧАР,НОВИ БЕЧЕЈ,1202,1
804134,ЗАСАВИЦА II,СРЕМСКА МИТРОВИЦА,532,3
804088,БОСУТ,СРЕМСКА МИТРОВИЦА,755,1
804096,ВЕЛИКИ РАДИНЦИ,СРЕМСКА МИТРОВИЦА,1145,1
800937,ЛУГ,БЕОЧИН,529,1
713538,ЛУЊЕВИЦА,ГОРЊИ МИЛАНОВАЦ,453,1
713546,ЉЕВАЈА,ГОРЊИ МИЛАНОВАЦ,77,1
804126,ЗАСАВИЦА I,СРЕМСКА МИТРОВИЦА,652,3
801755,ЈАРКОВЦИ,ИНЂИЈА,579,1
804169,КУЗМИН,СРЕМСКА МИТРОВИЦА,2569,1
743518,ДОБРИ ДУБ,ТУТИН,141,1
804177,ЛАЋАРАК,СРЕМСКА МИТРОВИЦА,9278,1
804185,ЛЕЖИМИР,СРЕМСКА МИТРОВИЦА,555,1
804207,МАРТИНЦИ,СРЕМСКА МИТРОВИЦА,2590,1
723614,БАДИНЦЕ,ЛЕСКОВАЦ,533,1
723657,БЕЛИ ПОТОК,ЛЕСКОВАЦ,488,1
723665,БИСТРИЦА,ЛЕСКОВАЦ,27,1
723673,БОБИШТЕ,ЛЕСКОВАЦ,2371,1
723681,БОГОЈЕВЦЕ,ЛЕСКОВАЦ,1183,1
723690,БОЈИШИНА,ЛЕСКОВАЦ,109,1
723703,БОЋЕВИЦА,ЛЕСКОВАЦ,85,1
723711,БРАТМИЛОВЦЕ,ЛЕСКОВАЦ,3361,1
723789,БУНУШКИ ЧИФЛУК,ЛЕСКОВАЦ,483,1
723851,ВИЉЕ КОЛО,ЛЕСКОВАЦ,0,1
723886,ВЛАСЕ,ЛЕСКОВАЦ,409,1
723894,ВУЧЈЕ,ЛЕСКОВАЦ,2553,1
723908,ГАГИНЦЕ,ЛЕСКОВАЦ,39,1
723916,ГОЛЕМА ЊИВА,ЛЕСКОВАЦ,34,1
736414,БРАЉИНА,РАЖАЊ,98,1
739391,ГОЛУБАН,СЈЕНИЦА,40,1
736481,МАЛЕТИНА,РАЖАЊ,75,1
736490,МАЋИЈА,РАЖАЊ,27,1
736503,НОВИ БРАЧИН,РАЖАЊ,444,1
736511,ПАРДИК,РАЖАЊ,242,1
736520,ПОДГОРАЦ,РАЖАЊ,331,1
736538,ПОСЛОН,РАЖАЊ,150,1
736546,ПРАСКОВЧЕ,РАЖАЊ,332,1
736554,ПРЕТРКОВАЦ,РАЖАЊ,190,1
736635,ЦЕРОВО,РАЖАЊ,27,1
735132,СКОКУЋЕ,ПРИЈЕПОЉЕ,32,1
735159,СЛАТИНА,ПРИЈЕПОЉЕ,114,1
735167,СОПОТНИЦА,ПРИЈЕПОЉЕ,59,1
735175,ТАШЕВО,ПРИЈЕПОЉЕ,1816,1
735183,ХИСАРЏИК,ПРИЈЕПОЉЕ,155,1
735191,ХРТА,ПРИЈЕПОЉЕ,78,1
735205,ЦРКВЕНИ ТОЦИ,ПРИЈЕПОЉЕ,26,1
735213,ЧАДИЊЕ,ПРИЈЕПОЉЕ,322,1
736678,АДРОВАЦ,РАЧА,237,1
736724,ВОЈИНОВАЦ,РАЧА,86,1
736775,ЂУРЂЕВО,РАЧА,430,1
736783,МАЛО КРЧМАРЕ,РАЧА,333,1
744212,ШПИЉАНИ,ТУТИН,262,1
744239,БРАЉИНА,ЋИЋЕВАЦ,67,1
744247,ГРАД СТАЛАЋ,ЋИЋЕВАЦ,555,1
744255,ЛУЧИНА,ЋИЋЕВАЦ,699,1
736791,МИРАШЕВАЦ,РАЧА,450,1
736805,ПОПОВИЋ,РАЧА,290,1
736813,РАЧА,РАЧА,2362,1
745537,ВИДОВА,ЧАЧАК,85,1
745545,ВИЉУША,ЧАЧАК,825,1
745553,ВРАНИЋИ,ЧАЧАК,441,1
745561,ВРНЧАНИ,ЧАЧАК,151,1
745570,ВУЈЕТИНЦИ,ЧАЧАК,284,1
745588,ГОРИЧАНИ,ЧАЧАК,583,1
745596,ГОРЊА ГОРЕВНИЦА,ЧАЧАК,1118,1
745600,ГОРЊА ТРЕПЧА,ЧАЧАК,459,1
745618,ДОЊА ГОРЕВНИЦА,ЧАЧАК,794,1
745626,ДОЊА ТРЕПЧА,ЧАЧАК,808,1
745634,ЖАОЧАНИ,ЧАЧАК,265,1
745642,ЗАБЛАЋЕ,ЧАЧАК,1064,1
745669,ЈАНЧИЋИ,ЧАЧАК,89,1
745677,ЈЕЖЕВИЦА,ЧАЧАК,1111,1
745685,ЈЕЗДИНА,ЧАЧАК,190,1
745693,КАТРГА,ЧАЧАК,679,1
745707,КАЧУЛИЦЕ,ЧАЧАК,497,1
745731,КУЛИНОВЦИ,ЧАЧАК,340,1
744352,ВИРИНЕ,ЋУПРИЈА,568,1
744379,ВЛАШКА,ЋУПРИЈА,232,1
744387,ДВОРИЦА,ЋУПРИЈА,155,1
744395,ИВАНКОВАЦ,ЋУПРИЈА,175,1
744409,ИСАКОВО,ЋУПРИЈА,424,1
744417,ЈОВАЦ,ЋУПРИЈА,820,1
744425,КОВАНИЦА,ЋУПРИЈА,111,1
744433,КРУШАР,ЋУПРИЈА,1035,1
744441,МИЈАТОВАЦ,ЋУПРИЈА,1326,1
744450,ОСТРИКОВАЦ,ЋУПРИЈА,421,1
744468,ПАЉАНЕ,ЋУПРИЈА,345,1
744476,СЕЊЕ,ЋУПРИЈА,931,1
744484,СУПСКА,ЋУПРИЈА,1241,1
744492,ЋУПРИЈА,ЋУПРИЈА,16522,1
723991,ГОРЊЕ КРАЈИНЦЕ,ЛЕСКОВАЦ,604,1
724009,ГОРЊЕ СИНКОВЦЕ,ЛЕСКОВАЦ,401,1
724017,ГОРЊЕ СТОПАЊЕ,ЛЕСКОВАЦ,1685,1
708976,САНДАЉ,ВАЉЕВО,91,1
743577,ДУЛЕБЕ,ТУТИН,60,1
743623,ЖУЧЕ,ТУТИН,78,1
743640,ИЗРОК,ТУТИН,87,1
717282,ВАСИЉ,КЊАЖЕВАЦ,413,1
717304,ВИДОВАЦ,КЊАЖЕВАЦ,13,1
717312,ВИНА,КЊАЖЕВАЦ,181,1
717339,ВИТКОВАЦ,КЊАЖЕВАЦ,153,1
717347,ВЛАШКО ПОЉЕ,КЊАЖЕВАЦ,86,1
717355,ВРТОВАЦ,КЊАЖЕВАЦ,90,1
717363,ГАБРОВНИЦА,КЊАЖЕВАЦ,2,1
717371,ГЛОГОВАЦ,КЊАЖЕВАЦ,37,1
717380,ГОРЊА КАМЕНИЦА,КЊАЖЕВАЦ,157,1
717398,ГОРЊА СОКОЛОВИЦА,КЊАЖЕВАЦ,7,1
717401,ГОРЊЕ ЗУНИЧЕ,КЊАЖЕВАЦ,381,1
717410,ГРАДИШТЕ,КЊАЖЕВАЦ,12,1
717452,ДОЊА КАМЕНИЦА,КЊАЖЕВАЦ,146,1
717479,ДОЊА СОКОЛОВИЦА,КЊАЖЕВАЦ,58,1
717487,ДОЊЕ ЗУНИЧЕ,КЊАЖЕВАЦ,297,1
717495,ДРВНИК,КЊАЖЕВАЦ,2,1
717509,ДРЕНОВАЦ,КЊАЖЕВАЦ,53,1
717517,ДРЕЧИНОВАЦ,КЊАЖЕВАЦ,38,1
717525,ЖЛНЕ,КЊАЖЕВАЦ,71,1
716103,ДЕВИЋИ,ИВАЊИЦА,109,1
708992,СИТАРИЦЕ,ВАЉЕВО,101,1
709000,СОВАЧ,ВАЉЕВО,79,1
709026,СТАПАР,ВАЉЕВО,117,1
709034,СТРМНА ГОРА,ВАЉЕВО,117,1
716189,КАТИЋИ,ИВАЊИЦА,113,1
718785,ДОБРАЧА,КРАГУЈЕВАЦ,339,1
718793,ДОЊА САБАНТА,КРАГУЈЕВАЦ,411,1
718807,ДОЊЕ ГРБИЦЕ,КРАГУЈЕВАЦ,460,1
718815,ДОЊЕ КОМАРИЦЕ,КРАГУЈЕВАЦ,356,1
718823,ДРАГОБРАЋА,КРАГУЈЕВАЦ,1179,1
718831,ДРАЧА,КРАГУЈЕВАЦ,821,1
718840,ДРЕНОВАЦ,КРАГУЈЕВАЦ,291,1
718858,ДУЛЕНЕ,КРАГУЈЕВАЦ,68,1
718866,ЂУРИСЕЛО,КРАГУЈЕВАЦ,670,1
718874,ЕРДЕЧ,КРАГУЈЕВАЦ,86,1
718912,ЈАБУЧЈЕ,КРАГУЈЕВАЦ,129,1
718939,ЈОВАНОВАЦ,КРАГУЈЕВАЦ,1203,1
716219,КОВИЉЕ,ИВАЊИЦА,11,1
709492,ВЕЛИКО ГРАДИШТЕ,ВЕЛИКО ГРАДИШТЕ,5518,1
709506,ГАРЕВО,ВЕЛИКО ГРАДИШТЕ,162,1
746665,БЕЛО ПОЉЕ,СУРДУЛИЦА,394,1
801119,ГУДУРИЦА,ВРШАЦ,876,1
709573,КИСИЉЕВО,ВЕЛИКО ГРАДИШТЕ,444,1
743917,ПЛЕНИБАБЕ,ТУТИН,95,1
801127,ЗАГАЈИЦА,ВРШАЦ,420,1
709689,ПОПОВАЦ,ВЕЛИКО ГРАДИШТЕ,135,1
709697,РАМ,ВЕЛИКО ГРАДИШТЕ,176,1
709719,СИРАКОВО,ВЕЛИКО ГРАДИШТЕ,548,1
709727,СРЕДЊЕВО,ВЕЛИКО ГРАДИШТЕ,344,1
709735,ТОПОЛОВНИК,ВЕЛИКО ГРАДИШТЕ,699,1
709743,ТРИБРОДЕ,ВЕЛИКО ГРАДИШТЕ,377,1
709751,ЦАРЕВАЦ,ВЕЛИКО ГРАДИШТЕ,588,1
709760,ЧЕШЉЕВА БАРА,ВЕЛИКО ГРАДИШТЕ,383,1
730912,СКУКОВО,НОВИ ПАЗАР,13,1
716294,МАНА,ИВАЊИЦА,176,1
720836,ГЛОБОДЕР,КРУШЕВАЦ,1163,1
738140,КАЛЕНОВАЦ,ЈАГОДИНА,13,1
738158,КОВАЧЕВАЦ,ЈАГОДИНА,269,1
738166,КОЛАРЕ,ЈАГОДИНА,396,1
738174,КОНЧАРЕВО,ЈАГОДИНА,1565,1
738182,КОЧИНО СЕЛО,ЈАГОДИНА,743,1
738204,ЛОВЦИ,ЈАГОДИНА,637,1
738212,ЛОЗОВИК,ЈАГОДИНА,226,1
706086,ОРАНЕ,БОЈНИК,49,1
706094,ПЛАВЦЕ,БОЈНИК,157,1
730939,СЛАТИНА,НОВИ ПАЗАР,246,1
730947,СМИЛОВ ЛАЗ,НОВИ ПАЗАР,0,1
801747,ИНЂИЈА,ИНЂИЈА,24450,1
801097,ВРШАЧКИ РИТОВИ,ВРШАЦ,19,1
727946,КОСТАДИНОВАЦ,МЕРОШИНА,195,1
727954,КРАЈКОВАЦ,МЕРОШИНА,387,1
734748,КАРАУЛА,ПРИЈЕПОЉЕ,22,1
730971,СУДСКО СЕЛО,НОВИ ПАЗАР,47,1
733253,ГУГАЉ,ПОЖЕГА,179,1
733261,ДОЊА ДОБРИЊА,ПОЖЕГА,322,1
733270,ДРАЖИНОВИЋИ,ПОЖЕГА,225,1
733288,ДУШКОВЦИ,ПОЖЕГА,235,1
739421,ГРАБОВИЦА,СЈЕНИЦА,33,1
738255,МАЛИ ПОПОВИЋ,ЈАГОДИНА,265,1
738263,МЕДОЈЕВАЦ,ЈАГОДИНА,119,1
738280,МИЛОШЕВО,ЈАГОДИНА,771,1
738298,МИШЕВИЋ,ЈАГОДИНА,112,1
738301,НОВО ЛАНИШТЕ,ЈАГОДИНА,507,1
738310,РАЈКИНАЦ,ЈАГОДИНА,300,1
738328,РАКИТОВО,ЈАГОДИНА,1741,1
738344,РИБНИК,ЈАГОДИНА,237,1
738352,ЈАГОДИНА,ЈАГОДИНА,34892,1
738379,СИОКОВАЦ,ЈАГОДИНА,315,1
727849,БУЧИЋ,МЕРОШИНА,391,1
727857,ГОРЊА РАСОВАЧА,МЕРОШИНА,180,1
727865,ГРАДИШТЕ,МЕРОШИНА,490,1
727873,ДЕВЧА,МЕРОШИНА,304,1
711705,КУПИНИНЦЕ,ВРАЊЕ,85,1
711713,ЛАЛИНЦЕ,ВРАЊЕ,34,1
711721,ЛЕВА РЕКА,ВРАЊСКА БАЊА,26,2
711730,ЛЕПЧИНЦЕ,ВРАЊЕ,47,1
711748,ЛИПОВАЦ,ВРАЊСКА БАЊА,22,2
711756,ЛУКОВО,ВРАЊЕ,59,1
711764,МАРГАНЦЕ,ВРАЊЕ,5,1
711772,МЕЧКОВАЦ,ВРАЊЕ,136,1
711799,МИЈАКОВЦЕ,ВРАЊЕ,5,1
711802,МИЈОВЦЕ,ВРАЊЕ,24,1
711829,МИЛАНОВО,ВРАЊЕ,173,1
801542,ЗРЕЊАНИН,ЗРЕЊАНИН,67129,1
728144,ГОРЊИ ЛАЈКОВАЦ,МИОНИЦА,257,1
728152,ГОРЊИ МУШИЋ,МИОНИЦА,336,1
711837,МИЛИВОЈЦЕ,ВРАЊЕ,71,1
800791,ДОБРИЧЕВО,БЕЛА ЦРКВА,136,1
740756,БЕЛИ ПОТОК,СОКОБАЊА,181,1
740764,БЛЕНДИЈА,СОКОБАЊА,243,1
804231,РАВЊЕ,СРЕМСКА МИТРОВИЦА,953,1
725609,ПАСКОВАЦ,ЛОЗНИЦА,490,1
740772,БОГДИНАЦ,СОКОБАЊА,112,1
703907,СУРЧИН,СУРЧИН,20602,1
801763,КРЧЕДИН,ИНЂИЈА,2213,1
800864,ЦРВЕНА ЦРКВА,БЕЛА ЦРКВА,600,1
800988,БАЧКО ГРАДИШТЕ,БЕЧЕЈ,4335,1
801011,МИЛЕШЕВО,БЕЧЕЈ,605,1
741370,СТАЈКОВЦЕ,СУРДУЛИЦА,28,1
741388,СТРЕЗИМИРОВЦИ,СУРДУЛИЦА,15,1
741396,СУВОЈНИЦА,СУРДУЛИЦА,696,1
741400,СУРДУЛИЦА,СУРДУЛИЦА,9242,1
804312,ШАШИНЦИ,СРЕМСКА МИТРОВИЦА,1436,1
734713,ЈАБУКА,ПРИЈЕПОЉЕ,219,1
803022,РАТКОВО,ОЏАЦИ,2840,1
801178,МАЛО СРЕДИШТЕ,ВРШАЦ,84,1
801062,ВОЈВОДИНЦИ,ВРШАЦ,254,1
719943,ОБРВА,КРАЉЕВО,530,1
719951,ОПЛАНИЋИ,КРАЉЕВО,757,1
719960,ОРЉА ГЛАВА,КРАЉЕВО,20,1
719978,ПЕКЧАНИЦА,КРАЉЕВО,163,1
719986,ПЕТРОПОЉЕ,КРАЉЕВО,171,1
719994,ПЕЧЕНОГ,КРАЉЕВО,327,1
708089,ПРЕТИНА,БУЈАНОВАЦ,18,1
708178,СПАНЧЕВАЦ,БУЈАНОВАЦ,279,1
739456,ДОЛИЋЕ,СЈЕНИЦА,264,1
745880,ПАРМЕНАЦ,ЧАЧАК,587,1
804380,ГОЛУБИНЦИ,СТАРА ПАЗОВА,4175,1
709832,ВУЧЕВИЦА,ВЛАДИМИРЦИ,92,1
728845,УРОВИЦА,НЕГОТИН,595,1
728853,ЦРНОМАСНИЦА,НЕГОТИН,141,1
728861,ЧУБРА,НЕГОТИН,212,1
728870,ШАРКАМЕН,НЕГОТИН,199,1
728888,ШТУБИК,НЕГОТИН,601,1
801089,ВРШАЦ,ВРШАЦ,31946,1
741485,БЈЕЛОТИЋИ,УЖИЦЕ,153,1
741493,БУАР,УЖИЦЕ,1076,1
728896,БАНЦАРЕВО,НИШКА БАЊА,39,2
728900,БЕРБАТОВО,ПАЛИЛУЛА (НИШ),263,2
801135,ИЗБИШТЕ,ВРШАЦ,1324,1
801160,МАЛИ ЖАМ,ВРШАЦ,202,1
801186,МАРКОВАЦ,ВРШАЦ,179,1
705012,НЕМЕНИКУЋЕ,СОПОТ,1833,1
705039,ПАРЦАНИ,СОПОТ,533,1
742422,ЛЕСНИЦА,ТРГОВИШТЕ,56,1
742449,МАЛА РЕКА,ТРГОВИШТЕ,4,1
742457,МАРГАНЦЕ,ТРГОВИШТЕ,11,1
742465,МЕЗДРАЈА,ТРГОВИШТЕ,11,1
742473,НОВИ ГЛОГ,ТРГОВИШТЕ,60,1
742481,НОВО СЕЛО,ТРГОВИШТЕ,140,1
742490,ПЕТРОВАЦ,ТРГОВИШТЕ,9,1
742503,ПРОЛЕСЈЕ,ТРГОВИШТЕ,22,1
742511,РАДОВНИЦА,ТРГОВИШТЕ,712,1
742520,РАЈЧЕВЦЕ,ТРГОВИШТЕ,1,1
742538,СУРЛИЦА,ТРГОВИШТЕ,41,1
712647,ДУГА ПОЉАНА,ГАЏИН ХАН,22,1
712655,ДУКАТ,ГАЏИН ХАН,134,1
712663,ЈАГЛИЧЈЕ,ГАЏИН ХАН,14,1
705101,СОПОТ,СОПОТ,1956,1
739243,БОЉАРЕ,СЈЕНИЦА,10,1
742546,ТРГОВИШТЕ,ТРГОВИШТЕ,1711,1
742619,ШАПРАНЦЕ,ТРГОВИШТЕ,57,1
742627,ШИРОКА ПЛАНИНА,ТРГОВИШТЕ,50,1
742635,ШУМАТА ТРНИЦА,ТРГОВИШТЕ,15,1
742643,БОГДАЊЕ,ТРСТЕНИК,814,1
804720,МОШОРИН,ТИТЕЛ,2406,1
730165,ВРАНОВИНА,НОВИ ПАЗАР,229,1
730173,ВУЧИНИЋЕ,НОВИ ПАЗАР,141,1
730181,ВУЧЈА ЛОКВА,НОВИ ПАЗАР,0,1
705144,ПЕЋАНИ,ЧУКАРИЦА,563,1
705152,РУЦКА,ЧУКАРИЦА,332,1
705233,БРЕЖАНИ,БЛАЦЕ,36,1
803049,СРПСКИ МИЛЕТИЋ,ОЏАЦИ,2486,1
705292,ГОРЊЕ СВАРЧЕ,БЛАЦЕ,72,1
705306,ДОЊА ДРАГУША,БЛАЦЕ,53,1
705314,ДОЊА ЈОШАНИЦА,БЛАЦЕ,55,1
705322,ДОЊА РАШИЦА,БЛАЦЕ,59,1
716669,МАНАСТИРИЦА,КЛАДОВО,118,1
716677,МИЛУТИНОВАЦ,КЛАДОВО,104,1
716693,ПЕТРОВО СЕЛО,КЛАДОВО,41,1
716707,ПОДВРШКА,КЛАДОВО,734,1
716715,РЕКА,КЛАДОВО,196,1
716723,РЕЧИЦА,КЛАДОВО,19,1
743682,ЈЕЗГРОВИЋЕ,ТУТИН,230,1
705349,ДОЊЕ ГРГУРЕ,БЛАЦЕ,86,1
706043,МИЈАЈЛИЦА,БОЈНИК,85,1
706051,МРВЕШ,БОЈНИК,53,1
706060,ОБИЛИЋ,БОЈНИК,42,1
706078,ОБРАЖДА,БОЈНИК,6,1
705357,ДОЊЕ СВАРЧЕ,БЛАЦЕ,50,1
706680,ГОРЊА ЉУБАТА,БОСИЛЕГРАД,137,1
706698,ГОРЊА РЖАНА,БОСИЛЕГРАД,30,1
706701,ГОРЊЕ ТЛАМИНО,БОСИЛЕГРАД,60,1
706710,ГРУЈИНЦИ,БОСИЛЕГРАД,33,1
706728,ДОГАНИЦА,БОСИЛЕГРАД,14,1
706736,ДОЊА ЛИСИНА,БОСИЛЕГРАД,126,1
735876,ЈУГОВАЦ,ПРОКУПЉЕ,83,1
735884,КАЛУДРА,ПРОКУПЉЕ,51,1
735892,КЛИСУРИЦА,ПРОКУПЉЕ,125,1
735906,КОЖИНЦЕ,ПРОКУПЉЕ,8,1
730203,ГОРЊА ТУШИМЉА,НОВИ ПАЗАР,12,1
730211,ГОШЕВО,НОВИ ПАЗАР,33,1
743704,ЈЕЛИЋЕ,ТУТИН,98,1
736228,РАНКОВА РЕКА,ПРОКУПЉЕ,5,1
730220,ГРАЂАНОВИЋЕ,НОВИ ПАЗАР,14,1
736252,РЕЉИНАЦ,ПРОКУПЉЕ,454,1
730238,ГРАЧАНЕ,НОВИ ПАЗАР,8,1
730254,ДЕЖЕВА,НОВИ ПАЗАР,301,1
803111,КАЧАРЕВО,ПАНЧЕВО,6346,1
739251,БОРИШИЋЕ,СЈЕНИЦА,13,1
730262,ДОЈИНОВИЋЕ,НОВИ ПАЗАР,49,1
730289,ДОЛАЦ,НОВИ ПАЗАР,109,1
802697,ПОДЛОКАЊ,НОВИ КНЕЖЕВАЦ,97,1
730297,ДОЉАНИ,НОВИ ПАЗАР,71,1
746037,СТАНЧИЋИ,ЧАЧАК,250,1
730327,ДРАМИЋЕ,НОВИ ПАЗАР,39,1
743488,ДЕВРЕЧ,ТУТИН,47,1
743313,БРНИШЕВО,ТУТИН,8,1
730335,ЖУЊЕВИЋЕ,НОВИ ПАЗАР,154,1
734624,ЗАБРДЊИ ТОЦИ,ПРИЈЕПОЉЕ,32,1
733555,СРЕДЊА ДОБРИЊА,ПОЖЕГА,322,1
733563,ТАБАНОВИЋИ,ПОЖЕГА,107,1
708232,УЗОВО,БУЈАНОВАЦ,3,1
733571,ТВРДИЋИ,ПОЖЕГА,227,1
733580,ТОМЕТИНО ПОЉЕ,ПОЖЕГА,260,1
733598,ТУЧКОВО,ПОЖЕГА,124,1
733601,УЗИЋИ,ПОЖЕГА,433,1
733644,БУЈИЋ,ПРЕШЕВО,97,1
733652,БУКОВАЦ,ПРЕШЕВО,64,1
734128,КАЛАФАТИ,ПРИБОЈ,291,1
802719,РАБЕ,НОВИ КНЕЖЕВАЦ,62,1
708674,КАМЕНИЦА,ВАЉЕВО,643,1
708682,КЛАНИЦА,ВАЉЕВО,419,1
708704,КЛИНЦИ,ВАЉЕВО,245,1
708712,КОВАЧИЦЕ,ВАЉЕВО,168,1
746231,ЗМИЊАК,ШАБАЦ,1031,1
739278,БРЕЗА,СЈЕНИЦА,107,1
739286,БРЊИЦА,СЈЕНИЦА,132,1
739294,БУЂЕВО,СЈЕНИЦА,76,1
739308,ВАПА,СЈЕНИЦА,168,1
708771,ЛОЗНИЦА,ВАЉЕВО,373,1
708780,ЛУКАВАЦ,ВАЉЕВО,696,1
734136,КАЛУЂЕРОВИЋИ,ПРИБОЈ,91,1
734187,КУКУРОВИЋИ,ПРИБОЈ,22,1
725889,ГУЧА (ВАРОШИЦА),ЛУЧАНИ,1491,1
805050,ЉУБА,ШИД,361,1
802123,БАНАТСКО ВЕЛИКО СЕЛО,КИКИНДА,2008,1
805068,МОЛОВИН,ШИД,127,1
802603,КУМАНЕ,НОВИ БЕЧЕЈ,2695,1
805114,КОСАНЧИЋ,ВРБАС,46,1
802646,ЂАЛА,НОВИ КНЕЖЕВАЦ,518,1
802654,СРПСКИ КРСТУР,НОВИ КНЕЖЕВАЦ,913,1
801844,ВЕЛИКА РЕМЕТА,ИРИГ,42,1
802689,НОВИ КНЕЖЕВАЦ,НОВИ КНЕЖЕВАЦ,5688,1
802786,КАЋ,НОВИ САД,11067,1
744140,ЦРКВИНЕ,ТУТИН,73,1
802816,ЛЕДИНЦИ,НОВИ САД,1864,1
746258,ЈЕЛЕНЧА,ШАБАЦ,1561,1
802859,РУМЕНКА,НОВИ САД,6300,1
805025,ИЛИНЦИ,ШИД,602,1
726389,МИЛАВАЦ,ЉИГ,170,1
805033,ЈАМЕНА,ШИД,738,1
805041,КУКУЈЕВЦИ,ШИД,1490,1
805084,ПРИВИНА ГЛАВА,ШИД,144,1
805092,СОТ,ШИД,529,1
802875,СТЕПАНОВИЋЕВО,НОВИ САД,1848,1
805106,ШИД,ШИД,12618,1
734659,ЗАЛУГ,ПРИЈЕПОЉЕ,1204,1
734675,ЗВИЈЕЗД,ПРИЈЕПОЉЕ,42,1
735060,ПРАЊЦИ,ПРИЈЕПОЉЕ,302,1
720763,ВИТАНОВАЦ,КРУШЕВАЦ,504,1
720771,ВРАТАРЕ,КРУШЕВАЦ,342,1
720780,ВУЧАК,КРУШЕВАЦ,259,1
735078,ПРИЈЕПОЉЕ,ПРИЈЕПОЉЕ,11928,1
735086,РАСНО,ПРИЈЕПОЉЕ,359,1
735094,РАТАЈСКА,ПРИЈЕПОЉЕ,1749,1
746312,МАЛА ВРАЊСКА,ШАБАЦ,714,1
744158,ЧАРОВИНА,ТУТИН,223,1
744166,ЧМАЊКЕ,ТУТИН,32,1
712523,ГАРЕ,ГАЏИН ХАН,9,1
712531,ГАЏИН ХАН,ГАЏИН ХАН,1194,1
712540,ГОРЊЕ ВЛАСЕ,ГАЏИН ХАН,96,1
712558,ГОРЊЕ ДРАГОВЉЕ,ГАЏИН ХАН,171,1
712566,ГОРЊИ БАРБЕШ,ГАЏИН ХАН,255,1
712574,ГОРЊИ ДУШНИК,ГАЏИН ХАН,94,1
712582,ГРКИЊА,ГАЏИН ХАН,497,1
712604,ДОЊЕ ДРАГОВЉЕ,ГАЏИН ХАН,235,1
712612,ДОЊИ БАРБЕШ,ГАЏИН ХАН,87,1
712639,ДОЊИ ДУШНИК,ГАЏИН ХАН,428,1
744204,ШИПЧЕ,ТУТИН,58,1
802905,БАРАНДА,ОПОВО,1399,1
726079,МАРКОВИЦА,ЛУЧАНИ,109,1
726192,БЕЛАНОВИЦА,ЉИГ,152,1
801348,БАНАТСКИ ДВОР,ЖИТИШТЕ,867,1
735809,ЂУРОВАЦ,ПРОКУПЉЕ,132,1
801356,БАНАТСКО ВИШЊИЋЕВО,ЖИТИШТЕ,148,1
